,Unnamed: 0,season,episode_number,episode_title,author,quote
15250,19619,4,7,Chandler Crosses The Line,Monica,He loves you.
24458,30368,6,2,Ross Hugs Rachel,Ross,"Basically, Rachel and I were in Vegas and we got drunk"
48715,59387,10,15,Estelle Dies,Joey,"No, no, no! (Starts looking around the room, terrified) Don`t drop by, don`t drop by!"
47499,57890,10,10,Chandler Gets Caught,Phoebe,(to Monica) You`re gonna be okay?
40627,49448,9,2,Emma Cries,Rachel,"You guys, Im doing the best I can, anyone else is welcome to try."
11584,14958,3,14,Phoebe`s Ex-Partner,Rachel,Really!?
35227,43073,8,1,`I Do`,Joey,"Well, Id like to think there was something for everyone. Look, I know youre casting for this new show"
18963,24057,5,1,Ross Says Rachel,Ross,Oh no-no-no! Oh-no! (Emily starts to run out and Ross chases her.) No! No! Emily!
20127,25389,5,7,Ross Moves In,Joey,YES!!
48647,59298,10,15,Estelle Dies,Phoebe,"Well, no, no, wait, wait, wait. All right, I gotta go. Just listen. Promise me, that you will wait a minute before you call her."
24004,29874,5,23,In Vegas,Rachel,"I`m doin` good, baby. How you doin`?"
38235,46591,8,15,The Birthing Video,Phoebe,Its a video of my friend giving birth. Could you just bring it back to your apartment?
35058,42858,8,1,`I Do`,Monica,You didnt tell anybody I was did you?!
1518,1870,1,8,Nana Dies Twice,Phoebe,"(entering) Hi, sorry I`m late, I couldn`t find my bearings."
27352,33667,6,15,"That Could Have Been, Part I & II",Monica,Oh my God! Thats great! Oh wow! (Hugs him.) Youre a published writer! I wish I had a present for you!
31715,38778,7,10,The Huliday Armadillo,Ross,"No, hey-hey, come on, (He grabs Ben and sits him on his lap) Ben, Santa is not mad at you, okay? Hey, you`re-you`re his favorite little guy!"
19000,24097,5,2,All The Kissing,Joey,Later! (Exits.)
49470,60253,10,17,"The Last One, Part I & II",Rachel,"(on the answering machine) I`m sorry. I`m really sorry, but I need to get off the plane, okay? I need to tell someone that I love love them."
42453,51792,9,12,Phoebe`s Rats,Chandler,"Where you going, Joe?"
29824,36626,7,1,Monica`s Thunder,Rachel,Who is it?
21486,26994,5,14,Everybody Finds Out,Phoebe,YOU KNOW?!!!
48974,59681,10,16,Rachel`s Going Away Party,Monica,"All right, Chandler get the coats. Erica let`s go. Phoebe and Joey, keep packing! Oh my God we`re gonna have a baby. All right. We`re gonna have a baby! OH MY GOD, WE`RE GONNA HAVE A BABY! Oh God, oh God, I got to sit down, I got to sit down. Ooh! (she`s hyperventilating)"
23192,28965,5,21,The Ball,Monica,Oh myOh good God!
17545,22462,4,18,Rachel`s New Dress,Monica,This totally makes sense!
14064,18147,4,1,The Jellyfish,Ross,"Fine! Fine! But this break-up was not all my fault, and she, she says here, (reading from the letter) If you accept full responsibility... (to Chandler and Joey) Full responsibility! ...I can begin to trust you again. Does that seem like something you can do. (yells at Joey) Does it?!!"
38958,47465,8,18,In Massapequa,Ross,Yeah.
12643,16269,3,19,The Tiny T-Shirt,Ross,"Look, they must be stopped!"
7181,9591,2,16,Joey Moves Out,Chandler,"[quietly] Yeah, I remember."
34446,41980,7,22,Chandler`s Dad,Phoebe,I know. They were mine.
35969,43885,8,4,The Videotape,Rachel,"(on tape) Oh yeah, sure."
28081,34507,6,19,Joey`s Fridge,Joey,Of course Im jokin! I dont take checks.
10447,13554,3,9,The Football,Rachel,"Um, there was a Geller Cup?"
42103,51377,9,9,Rachel`s Phone Number,Ross,"Hello. (listens) Ah, no, she`s not here right now. Can I take a message? (grabs a pad and pen) Bill from the bar? (writes) Okay, `Bill from the bar.` I`ll make sure she gets your number."
37404,45722,8,11,Ross`s Step Forward,Monica,You and Mona are doing a holiday card together?
2148,2658,1,11,Mrs. Bing,Monica,I got you the foot massager.
29506,36280,6,24,"The Proposal, Part I & II",Monica,(moving over to the couch) Still smoking cigars?
27311,33620,6,15,"That Could Have Been, Part I & II",Phoebe,"Yknow, dirty talk, mnage  trois, toys"
37558,45898,8,12,Joey Dates Rachel,Rachel,"(laughs) Yeah, but Im pretty sure hes gay."
1475,1803,1,8,Nana Dies Twice,Rachel,"So, um, did she..."
43378,52880,9,17,The Memorial Service,Joey,"No, sorry haven`t seen him."
39690,48339,8,22,Rachel Is Late,Ross,"Yeah, we tried them all. We went for a walk, uh we tried a special tea, caster oil, spicy food nothing has worked."
36977,45178,8,9,The Rumor,Monica,Hey sweetie. Oh good. (Takes the baking dish from her.)
21355,26830,5,13,Joey`s Bag,Chandler,Oh my God!
43565,53096,9,18,The Lottery,Monica,"Hey, don`t say that! You got just as good a chance as anybody else of getting that job!"
21020,26446,5,11,All The Resulutions,Rachel,I might know something too.
45724,55755,10,3,Ross`s Tan,Monica,"(sits down) Oh good. Good, look I`m so sorry, for screwing up that cutting-her-out plan. But I have a new plan. Chandler agreed to call here in a few minutes with an emergency."
38138,46491,8,14,The Secret Closet,Phoebe,600.
24548,30465,6,3,Ross`s Denial,Phoebe,You didnt tell her did you?
43896,53480,9,19,Rachel`s Dream,Monica,"Oh yeah? Ok, let`s settle this, come on!"
45179,55080,10,1,Joey and Rachel Kiss,Rachel,"Yeah, sure... (looks outside into the corridor if Joey is there)"
5502,7068,2,5,Five Steaks And An Eggplant,Chandler,"Yes, apparently Stevie and the band are like this."
43159,52642,9,16,The Boob Job,Phoebe,It`s not cooler.
43421,52938,9,17,The Memorial Service,Monica,"So, did you know Ross well?"
20547,25923,5,9,Ross`s Sandwich,Rachel,"Well, I was gonna, but I accidentally read something else."
19575,24779,5,5,The Kips,Joey,I guess I`ll get washed up then. Watch that sunrise. (He goes into the bathroom.)
9548,12470,3,4,The Metaphorical Tunnel,Phoebe,Oh.
23165,28926,5,21,The Ball,Phoebe,"Ohh!! God! (Gary enters and she sees him) Ooh! (To Chandler) Get out of here, good for nothing."
15377,19748,4,8,Chandler In A Box,Joey,Hey!
37499,45839,8,12,Joey Dates Rachel,Chandler,Oh my goodness! Where did you hide it?
20220,25503,5,7,Ross Moves In,Chandler,Hey!
42887,52312,9,15,The Mugging,Chandler,I am so much older than these other interns. I can`t compete with them.
24682,30603,6,3,Ross`s Denial,Rachel,Hi!
42207,51497,9,10,Christmas In Tulsa,Chandler,"Good, God`s speed, good people! (he starts to close the door, turns around and sees Wendy) You`re not gonna go?"
2702,3393,1,14,The Candy Hearts,Rachel,"So, um, will you bring the truck?"
17910,22877,4,20,The Wedding Dresses,Joey,"Yeah, well"
49006,59718,10,17,"The Last One, Part I & II",Rachel,Shh.. Go back to sleep. I have to go home.
47999,58514,10,12,Phoebe`s Wedding,Ross,"Uhm, ministers don`t ride the subway for free."
1702,2100,1,9,Underdog Gets Away,Phoebe,"Oh, I`m sorry, oh, I just, I thought we could have them whipped and then add some peas and onions."
22047,27617,5,16,The Cop,Phoebe,"Yeah, big guy, kinda bald."
10940,14128,3,11,Chandler Can`t Remember Which Sister,Chandler,Hi Joeys sisters!
23156,28917,5,21,The Ball,Monica,(To Rachel) What?! You paid a thousand dollars for a cat when you owe me 300!!
20062,25312,5,7,Ross Moves In,Rachel,"Ohh, great!"
26246,32390,6,10,The Routine,Joey,"3, 2,"
40492,49304,9,2,Emma Cries,Rachel,"Well I can do whatever I want! I made her! (Waking Emma up.) Come on little girl, hi!"
45055,54935,9,23,In Barbados,Ross,"Oh my God, wh-what happened?"
47979,58485,10,12,Phoebe`s Wedding,Joey,"Yeah according to the news, most of the city did."
25505,31498,6,7,Phoebe Runs,Chandler,Now imagine you live at the supermarket.
31398,38398,7,8,Chandler Doesn`t Like Dogs,Joey,Oh No-no-no-no-no-no-no! He went over to Ross` to bring the dog back here!
41118,50053,9,5,Phoebe`s Birthday Dinner,Ross,"Alright, well just, uh, see when you get here. Bye. (hangs up) Huh, that was my mom, shes stuck in terrible traffic."
11827,15255,3,15,Ross And Rachel Take A Break,Joey,"Yeah, tell that to my Uncle Lenny."
20266,25554,5,8,The Thanksgiving Flashbacks,Phoebe,"Oh, did the little rich boy have a problem with the butler? Yes, mine`s worse!"
37149,45381,8,10,Monica`s Boots,Phoebe,"Stings son, seven years old and theres a picture."
34741,42383,7,23,Chandler And Monica`s Wedding,Phoebe,Okay. Well theres one down.
38727,47142,8,17,The Tea Leaves,Rachel,"Oh thats not important. The point is, I reallyI think everythings gonna be okay."
22842,28560,5,20,The Ride Along,Monica,"All right, hand me that other box of photos; that`s the very last one."
13323,17140,3,22,The Screamer,Joey,"Oh, it was great! Yeah, I-I walked her home, and it was amazing how much we connected, y`know? Then ah, then she passed out, but then she woke up. Yeah? And we stayed up all night talking, and now were like totally crazy about each other!"
1953,2427,1,10,The Monkey,Chandler,"Alright, somebody kiss me. Somebody kiss me, it`s midnight! Somebody kiss me!"
48762,59445,10,16,Rachel`s Going Away Party,Joey,Just flip!
6312,8537,2,12,The Superbowl,Joey,Erica.
41568,50611,9,7,Ross`s Inappropriate Song,Ross,"Yeah, and it was uhm... it was like a real little person laugh too. It was... it was like uhm... (Ross tries to impersonate Emma`s laugh, but it comes out very squeaky, very high pitched. He laughs about himself but then looks at Rachel, realises that it sounded weird and straightens his face.) Only... only not creepy."
49397,60157,10,17,"The Last One, Part I & II",Phoebe,I have this feeling that something`s wrong with it. Something is wrong with the left Philange.
39788,48438,8,23,Rachel Has A Baby,Chandler,Hi!
43091,52560,9,16,The Boob Job,Chandler,"Anyway, err... I need to borrow some money."
12502,16075,3,18,The Hypnosis Tape,Phoebe,"Oh no. Did umm, did she say why?"
2668,3330,1,14,The Candy Hearts,Rachel,"Ok, Pheebs, you know what, if we had that, we wouldn`t be doing the ritual in the first place."
14980,19299,4,6,The Dirty Girl,Rachel,No....
30154,36977,7,3,Phoebe`s Cookies,Rachel,"Oh, okay. Is that what you want to do? You wanna go over and give a little shout out to the old, hot chickas? Okay, lets do that Sailor Joe. Quick question though, (grabs some of the rigging) whats this called?"
13828,17858,3,25,At The Beach,Rachel,"Oh, yeah."
40654,49475,9,2,Emma Cries,Rachel,You know the book says that whenever shes sleeping I should be sleeping so (She gives Monica thumbs and goes to lay down)
32006,39105,7,11,All The Cheesecakes,Joey,"Yeah, this slow roasted salmon, just how slow are we talkin here?"
47380,57765,10,10,Chandler Gets Caught,Joey,What the hell are you doin`?
215,244,1,1,Monica Gets A Roommate,Phoebe,"You`re welcome. I remember when I first came to this city. I was fourteen. My mom had just killed herself and my step-dad was back in prison, and I got here, and I didn`t know anybody. And I ended up living with this albino guy who was, like, cleaning windshields outside port authority, and then he killed himself, and then I found aromatherapy. So believe me, I know exactly how you feel."
47297,57679,10,10,Chandler Gets Caught,Chandler,"Well, at least the perfume is not mine, be thankful for that!"
19145,24250,5,2,All The Kissing,Phoebe,"Okay! Ooh-ahh, I`m gonna go pack. I`m gonna go pack my ass off!"
38347,46728,8,15,The Birthing Video,Monica,"Okay, well, we have to get past this! Why dont we get rid of the tape and pretend it never existed?"
30481,37336,7,4,Rachel`s Assistant,Joey,"How could this happen to me?! Yesterday I had two TV shows! Today, I got nothin!"
29673,36474,7,1,Monica`s Thunder,Ross,"Okay, this is getting a little crazy. I mean, Im-Im sure it would be amazing but Igotta say I really-really dont think it would be a good idea. Yknow? I really, reallydont."
13582,17532,3,24,The Ultimate Fighting Champion,Monica,He didnt ask me to marry him.
29340,36093,6,24,"The Proposal, Part I & II",Chandler,(after the door closes) What did you guys just do?!
21255,26719,5,13,Joey`s Bag,Monica,I can`t believe we`ve never done this before! It`s sooo good! So good for Monica!
1666,2056,1,9,Underdog Gets Away,Rachel,Oh my god.
26669,32854,6,12,The Joke,Rachel,I am not a pushover!
9526,12439,3,4,The Metaphorical Tunnel,Joey,"No, no, no, see that`s why you have to do this job, agents always lie. You know, Estelle just says stuff like `They went another way`, but this, I can use this. (in a very bad Italian accent) I canna work on a new accent."
47790,58267,10,12,Phoebe`s Wedding,Joey,"(takes her hand) Listen, I hope... that you know... (has difficulty saying it) I don`t want you to see your father cry, GO TO YOUR ROOM!"
4052,5277,1,22,The Ick Factor,Phoebe,"Yeah, yeah. They even do you."
27484,33827,6,15,"That Could Have Been, Part I & II",Rachel,"Wow! I cant, I cant feel my hands."
3987,5211,1,22,The Ick Factor,Ross,"Oh, it`s my new beeper."
21263,26727,5,13,Joey`s Bag,Chandler,It`s so good I don`t know what I`ve done to deserve it!
28950,35598,6,23,The Ring,Phoebe,No thats what you do when you want to get the truth out of someone.
47467,57856,10,10,Chandler Gets Caught,Monica,"When I take a shower, she leaves me little notes on the mirror."
28173,34617,6,19,Joey`s Fridge,Chandler,Just tell her the truth! Tell her youre not ready.
45066,54953,9,23,In Barbados,Chandler,What about the obsessive cleaning?
6488,8803,2,12,The Superbowl,Monica,"Ya know, you had no right to go out with him."
36243,44216,8,5,Rachel`s Date,Ross,Im sorry about your date.
9430,12327,3,4,The Metaphorical Tunnel,Ross,"There`s my boy! Here`s my boy! And here`s his Barbi (Ben is holding a Barbi doll) What`s ah, what`s my boy doing with a Barbi?"
15885,20373,4,10,The Girl From Poughkeepsie,Phoebe,"Umm, well I had a similar problem when I lived in Prague."
18468,23495,4,22,The Worst Best Man Ever,Rachel,And you just get to be cool Aunt Phoebe!
10522,13638,3,9,The Football,Monica,"Come on guys! Lets go! Come on, its second down."
13320,17137,3,22,The Screamer,Joey,"Yeah! I stayed at Kates, but ah, nothing happened. Hey, Pheebs, where were ya?"
20156,25420,5,7,Ross Moves In,Joey,But it`s available now! Isn`t it?
19914,25129,5,6,The Yeti,Chandler,"Okay, what is in here? Rocks?"
24304,30204,6,2,Ross Hugs Rachel,Ross,I didnt get the annulment.
3490,4580,1,19,The Monkey Gets Away,Ross,You called Animal Control?
3528,4632,1,19,The Monkey Gets Away,Joey,"Uh, aren`t we kind of in the middle of something here?"
18858,23939,5,1,Ross Says Rachel,Ross,"Actually, do you guys mind staying here for a while?"
4664,6074,2,1,Ross`s New Girlfriend,Rachel,"(to Monica) Ok, ok, ok. How did this happen to me? How did this happen to me? A week ago, two weeks ago, I was fine. Ross was just Ross, just this guy. Now he`s Rrrooossss, oh, this really great guy that I can`t have."
47477,57867,10,10,Chandler Gets Caught,Chandler,No problem roomie. (She turns around and hugs him.)
21782,27310,5,15,The Girl Who Hits Joey,Ross,"(To Phoebe) Ugh, can you believe that guy!"
29111,35819,6,23,The Ring,Chandler,(goes to hug him and stops short) HeyyyyWhat?
31835,38913,7,10,The Huliday Armadillo,Rachel,"Phoebe, its okay. I like living with Joey."
48349,58909,10,14,Princess Consuela,Joey,(enters) Guess what? (they all look expectantly at him) I finally got that seed out of my teeth.
2368,2923,1,12,The Dozen Lasagnas,Phoebe,"Oh, just look at her... (girls move toward Rachel on the balcony)"
9714,12663,3,5,Frank Jr.,Joey,"(yelling from bathroom) Hey, does somebody wanna hand me one of those tiles."
28261,34720,6,19,Joey`s Fridge,Ross,"Sure. Sure. Look I dont, I dont know if your plans are finalized yet, but umm, hey I-I know another great way to blow off steam."
44928,54777,9,23,In Barbados,Monica,"(her hair bigger then before) I can`t believe it`s raining again! Oh, it`s so unfair!!!"
34862,42520,7,23,Chandler And Monica`s Wedding,Phoebe,So-so you two were married huh? What happened? You just drift apart?
29089,35790,6,23,The Ring,Phoebe,"Oh, okay. (Walks over to him.) Excuse me sir? Could you come with me please? You have a phone call."
